"ID","CRASHDATE","NYCBOROUGH","ViolationDescription","ViolationCode"
15214053,"2/5/2020","BROOKLYN","OPERATING OUT OF CLASS","5092"
15214243,"2/5/2020","MANHATTAN","DRIVING WHILE INTOXICATED","11923"
15214301,"2/5/2020","QUEENS","DRIVING TO LFT OF PAVEMENT MARKINGS","1126A"
15214336,"2/5/2020","MANHATTAN","FLD TO STOP @ STOP SIGN","1172A"
15214874,"2/5/2020","QUEENS","FOLLOWING TOO CLOSELY","1129A"
15215044,"2/5/2020","BRONX","SPEED NOT REASONABLE & PRUDENT","1180A"
15219214,"2/5/2020","BROOKLYN","MOVED FROM LANE UNSAFELY","1128A"
15221987,"2/5/2020","QUEENS","FOLLOWING TOO CLOSELY","1129A"
15222083,"2/5/2020","QUEENS","FOLLOWING TOO CLOSELY","1129A"
15222086,"2/5/2020","QUEENS","UNINSPECTED MOTOR VEHICLE","306B"
15224119,"2/5/2020","QUEENS","UNINSPECTED MOTOR VEHICLE","306B"
15224326,"2/5/2020","MANHATTAN","FAILED TO KEEP RIGHT","1120A"
15224455,"2/5/2020","BROOKLYN","UNSAFE TIRE","37535C"
15224512,"2/5/2020","BROOKLYN","MOVED FROM LANE UNSAFELY","1128A"
15225321,"2/5/2020","BROOKLYN","IMPROPER PASSING","1123"
15227303,"2/5/2020","BROOKLYN","DRIVING W/ABILITY IMPARED BY DRUG","11924"
15228035,"2/5/2020","MANHATTAN","DRIV'G W/.10 OF 1% OR ALCO/BLD","11922"
15228087,"2/5/2020","BROOKLYN","SPEED NOT REASONABLE & PRUDENT","1180A"
15228806,"2/5/2020","MANHATTAN","OPERATING W/O INSURANCE INF.","3191U"
15229239,"2/5/2020","QUEENS","UNLICENSED OPERATOR","5091"
15229485,"2/5/2020","QUEENS","PASSED RED SIGNAL","1111D1"
15229490,"2/5/2020","MANHATTAN","LEAVING/SCENE PROPERTY DAMAGE ACC.","6001A"
15229522,"2/5/2020","QUEENS","PASSED RED SIGNAL","1111D1"
15229815,"2/5/2020","MANHATTAN","FOLLOWING TOO CLOSELY","1129A"
15230961,"2/5/2020","MANHATTAN","FLD TO YLD RT-OF-WAY ON LEFT TURN","1141"
15231104,"2/5/2020","QUEENS","FLD/YLD RT-OF-WAY WHEN ENTERG RDWY","1143"
15231532,"2/5/2020","QUEENS","UNINSPECTED MOTOR VEHICLE","306B"
15231788,"2/5/2020","BRONX","UNLICENSED OPERATOR","5091"
15232036,"2/5/2020","QUEENS","UNREASONABLE SPEED/SPECIAL HAZARDS","1180E"
15234120,"2/5/2020","MANHATTAN","AGGRAVATED UNLIC OP 3RD MISD","5111A"
15234317,"2/5/2020","BROOKLYN","UNSAFE TIRE","37535C"
15234325,"2/5/2020","BROOKLYN","FLD TO STOP @ STOP SIGN","1172A"
15235014,"2/5/2020","BRONX","FOLLOWING TOO CLOSELY","1129A"
15238164,"2/5/2020","QUEENS","PERMITING UNLICENSED OPERATION","5094"
15238607,"2/5/2020","BROOKLYN","UNINSPECTED MOTOR VEHICLE","306B"
15238810,"2/5/2020","BROOKLYN","UNREASONABLE SPEED/SPECIAL HAZARDS","1180E"
15238917,"2/5/2020","QUEENS","FLD TO YLD RT-OF-WAY ON LEFT TURN","1141"
15239076,"2/5/2020","MANHATTAN","CONSUMPTION/ALCOHOL IN MOTR VEHICLE","12271"
15239532,"2/5/2020","BROOKLYN","SPEED NOT REASONABLE & PRUDENT","1180A"
15239537,"2/5/2020","QUEENS","SPEED NOT REASONABLE & PRUDENT","1180A"
15241613,"2/5/2020","BRONX","MOVED FROM LANE UNSAFELY","1128A"
15241613,"2/5/2020","BRONX","LEAVING/SCENE PROPERTY DAMAGE ACC.","6001A"
15244734,"2/5/2020","BRONX","FLD TO YLD RT-OF-WAY ON LEFT TURN","1141"
15244924,"2/5/2020","BRONX","NO DISTINCTIVE PLATE/INSECURE/DIRTY","4021"
15245655,"2/5/2020","BRONX","FOLLOWING TOO CLOSELY","1129A"
15146602,"2/6/2020","BRONX","SPEED NOT REASONABLE & PRUDENT","1180A"
15146713,"2/6/2020","QUEENS","UNLICENSED OPERATOR","5091"
15151648,"2/6/2020","BRONX","SPEED NOT REASONABLE & PRUDENT","1180A"
15152455,"2/6/2020","MANHATTAN","FOLLOWING TOO CLOSELY","1129A"
15152630,"2/6/2020","BROOKLYN","AGGRAVATED UNLIC OP 3RD MISD","5111A"
15156921,"2/6/2020","BRONX","IMPROPER PASSING","1123"
15157030,"2/6/2020","QUEENS","AGGRAVATED UNLIC OP 3RD MISD","5111A"
15157383,"2/6/2020","BROOKLYN","SPEED NOT REASONABLE & PRUDENT","1180A"
15157660,"2/6/2020","BROOKLYN","DROVE ACROSS HAZARD MARKING","1128D"
15158191,"2/6/2020","BRONX","UNLICENSED OPERATOR","5091"
15159955,"2/6/2020","QUEENS","SPEED NOT REASONABLE & PRUDENT","1180A"
15160082,"2/6/2020","BRONX","FAILED TO KEEP RIGHT","1120A"
15164845,"2/6/2020","STATEN ISLAND","MOVED FROM LANE UNSAFELY","1128A"
15165837,"2/6/2020","QUEENS","OPERATING W/O INSURANCE INF.","3191U"
15169003,"2/6/2020","BROOKLYN","MOVED FROM LANE UNSAFELY","1128A"
15169077,"2/6/2020","QUEENS","SPEED NOT REASONABLE & PRUDENT","1180A"
15170324,"2/6/2020","QUEENS","UNLICENSED OPERATOR","5091"
15172827,"2/6/2020","BRONX","AGGRAVATED UNLIC OP 3RD MISD","5111A"
15172864,"2/6/2020","MANHATTAN","FLD TO YLD RT-OF-WAY @ INTERSECTION","1140A"
15172895,"2/6/2020","BROOKLYN","OPERATING W/O INSURANCE INF.","3191U"
15172896,"2/6/2020","BROOKLYN","FLD TO YLD RT-OF-WAY @ STOP SIGN","1142A"
15173037,"2/6/2020","QUEENS","UNREASONABLE SPEED/SPECIAL HAZARDS","1180E"
15173055,"2/6/2020","QUEENS","SPEED NOT REASONABLE & PRUDENT","1180A"
15173203,"2/6/2020","BROOKLYN","MOVED FROM LANE UNSAFELY","1128A"
15173568,"2/6/2020","BROOKLYN","FOLLOWING TOO CLOSELY","1129A"
15173835,"2/6/2020","QUEENS","SPEED NOT REASONABLE & PRUDENT","1180A"
15174092,"2/6/2020","QUEENS","AGGRAVATED UNLIC OP 3RD MISD","5111A"
15174199,"2/6/2020","BROOKLYN","DRIVING WHILE INTOXICATED","11923"
15174199,"2/6/2020","BROOKLYN","FLD TO YLD RT-OF-WAY ON LEFT TURN","1141"
15176680,"2/6/2020","MANHATTAN","UNINSPECTED MOTOR VEHICLE","306B"
15176710,"2/6/2020","MANHATTAN","PASSED RED SIGNAL","1111D1"
15176989,"2/6/2020","MANHATTAN","FLD TO YLD RT-OF-WAY @ STOP SIGN","1142A"
15176997,"2/6/2020","QUEENS","FOLLOWING TOO CLOSELY","1129A"
15177172,"2/6/2020","MANHATTAN","UNREASONABLE SPEED/SPECIAL HAZARDS","1180E"
15177335,"2/6/2020","MANHATTAN","FLD TO YLD RT-OF-WAY @ STOP SIGN","1142A"
15178851,"2/6/2020","QUEENS","OPERATING W/O INSURANCE INF.","3191U"
15178887,"2/6/2020","BROOKLYN","UNINSPECTED MOTOR VEHICLE","306B"
15179201,"2/6/2020","BROOKLYN","SPEED NOT REASONABLE & PRUDENT","1180A"
15179458,"2/6/2020","QUEENS","UNLICENSED OPERATOR","5091"
15179588,"2/6/2020","QUEENS","IMPROPER PLATES","4024"
15179651,"2/6/2020","QUEENS","AGGRAVATED UNLIC OP 3RD MISD","5111A"
15179992,"2/6/2020","BRONX","OPERATING W/O INSURANCE INF.","3191U"
15180317,"2/6/2020","QUEENS","AGGRAVATED UNLIC OP 3RD MISD","5111A"
15180355,"2/6/2020","BRONX","FLD/YLD RT-OF-WAY WHEN ENTERG RDWY","1143"
15180781,"2/6/2020","MANHATTAN","FOLLOWING TOO CLOSELY","1129A"
15180876,"2/6/2020","BRONX","MOVED FROM LANE UNSAFELY","1128A"
15181231,"2/6/2020","BROOKLYN","LEAVING/SCENE PROPERTY DAMAGE ACC.","6001A"
15181298,"2/6/2020","QUEENS","SPEED NOT REASONABLE & PRUDENT","1180A"
15181827,"2/6/2020","BROOKLYN","DRIVING WHILE INTOXICATED","11923"
15184838,"2/6/2020","QUEENS","FLD TO YLD RT-OF-WAY ON LEFT TURN","1141"
15184915,"2/6/2020","BROOKLYN","FLD/YLD RT-OF-WAY WHEN ENTERG RDWY","1143"
15185405,"2/6/2020","QUEENS","AGGRAVATED DWI - BLOOD ALCOHOL CONTENT .18 OR HIGH","11922AA"
15185459,"2/6/2020","QUEENS","PASSED RED SIGNAL","1111D1"
15185650,"2/6/2020","BROOKLYN","OPERATING W/O INSURANCE INF.","3191U"
15186127,"2/6/2020","BRONX","FOLLOWING TOO CLOSELY","1129A"
15186235,"2/6/2020","MANHATTAN","BACKING UNSAFELY","1211A"
15189797,"2/6/2020","QUEENS","AGGRAVATED DWI - BLOOD ALCOHOL CONTENT .18 OR HIGH","11922AA"
15189976,"2/6/2020","BROOKLYN","RIDING IN HOUSE COACH TRAILER","1228"
15190265,"2/6/2020","QUEENS","FLD TO YLD RT-OF-WAY ON LEFT TURN","1141"
15190407,"2/6/2020","BROOKLYN","FAILED TO KEEP RIGHT","1120A"
15190584,"2/6/2020","QUEENS","FAILED TO KEEP RIGHT","1120A"
15190898,"2/6/2020","BRONX","UNREASONABLE SPEED/SPECIAL HAZARDS","1180E"
15194133,"2/6/2020","QUEENS","FOLLOWING TOO CLOSELY","1129A"
15194532,"2/6/2020","BRONX","FLD/YLD RT-OF-WAY WHEN ENTERG RDWY","1143"
15194982,"2/6/2020","BRONX","FOLLOWING TOO CLOSELY","1129A"
15195080,"2/6/2020","QUEENS","IMPROPER PASSING","1123B"
15195258,"2/6/2020","BRONX","UNLICENSED OPERATOR","5091"
15195427,"2/6/2020","MANHATTAN","UNREASONABLE SPEED/SPECIAL HAZARDS","1180E"
15196070,"2/6/2020","MANHATTAN","OPERATING OUT OF CLASS","5092"
15199083,"2/6/2020","MANHATTAN","LEAVING/SCENE PROPERTY DAMAGE ACC.","6001A"
15199216,"2/6/2020","QUEENS","FOLLOWING TOO CLOSELY","1129A"
15199369,"2/6/2020","QUEENS","AGGRAVATED UNLIC OP 3RD MISD","5111A"
15199425,"2/6/2020","BRONX","FLD TO YLD RT-OF-WAY ON LEFT TURN","1141"
15199488,"2/6/2020","BRONX","FLD TO YLD RT-OF-WAY ON LEFT TURN","1141"
15199554,"2/6/2020","MANHATTAN","UNLICENSED OPERATOR","5091"
15199668,"2/6/2020","QUEENS","AGGRAVATED UNLIC OP 3RD MISD","5111A"
15200041,"2/6/2020","MANHATTAN","AGGRAVATED UNLIC OP 3RD MISD","5111A"
15203382,"2/6/2020","BROOKLYN","FOLLOWING TOO CLOSELY","1129A"
15204158,"2/6/2020","BROOKLYN","FLD TO YLD RT-OF-WAY ON LEFT TURN","1141"
15204287,"2/6/2020","QUEENS","SPEED NOT REASONABLE & PRUDENT","1180A"
15204528,"2/6/2020","MANHATTAN","AGGRAVATED UNLIC OPER-2ND DEG.","5112A2"
15205396,"2/6/2020","MANHATTAN","DRIV'G W/.10 OF 1% OR ALCO/BLD","11922"
15205700,"2/6/2020","BRONX","SPEED NOT REASONABLE & PRUDENT","1180A"
15207219,"2/6/2020","BROOKLYN","FAILED TO KEEP RIGHT","1120A"
15207271,"2/6/2020","QUEENS","LEAVING/SCENE PROPERTY DAMAGE ACC.","6001A"
15207410,"2/6/2020","BROOKLYN","SPEED NOT REASONABLE & PRUDENT","1180A"
15207632,"2/6/2020","MANHATTAN","DRIVING WHILE INTOXICATED","11923"
15207721,"2/6/2020","BRONX","MOVED FROM LANE UNSAFELY","1128A"
15208740,"2/6/2020","MANHATTAN","PASSED RED SIGNAL","1111D1"
15208887,"2/6/2020","QUEENS","IMPROPER LEFT TURN ON ONE-WAY RDWY","1160C"
15209168,"2/6/2020","MANHATTAN","LEAVING/SCENE PROPERTY DAMAGE ACC.","6001A"
15209313,"2/6/2020","BRONX","LEAVING/SCENE PROPERTY DAMAGE ACC.","6001A"
15213776,"2/6/2020","MANHATTAN","AGG UNLIC OPER 3 PLUS SUSPENSION","5112A4"
15213874,"2/6/2020","BRONX","FLD TO YLD RT-OF-WAY ON LEFT TURN","1141"
15214039,"2/6/2020","STATEN ISLAND","FLD TO YLD RT-OF-WAY @ YLD SIGN","1142B"
15214326,"2/6/2020","BROOKLYN","SPEED NOT REASONABLE & PRUDENT","1180A"
15214494,"2/6/2020","QUEENS","NO S BELT 4-9 BACKS","1229C1A"
15214530,"2/6/2020","MANHATTAN","MOVED FROM LANE UNSAFELY","1128A"
15214690,"2/6/2020","QUEENS","MOVED FROM LANE UNSAFELY","1128A"
15214844,"2/6/2020","QUEENS","FOLLOWING TOO CLOSELY","1129A"
15214966,"2/6/2020","QUEENS","FLD/YLD RT-OF-WAY WHEN ENTERG RDWY","1143"
15215611,"2/6/2020","BRONX","UNLICENSED OPERATOR","5091"
15220906,"2/6/2020","BROOKLYN","SPEED NOT REASONABLE & PRUDENT","1180A"
15221132,"2/6/2020","BRONX","SPEED NOT REASONABLE & PRUDENT","1180A"
15222544,"2/6/2020","BROOKLYN","AGGRAVATED DWI - BLOOD ALCOHOL CONTENT .18 OR HIGH","11922AA"
15222899,"2/6/2020","BROOKLYN","FLD TO STOP @ STOP SIGN","1172A"
15222951,"2/6/2020","BROOKLYN","LEAVING/SCENE PERSONAL INJURY ACC.","6002A"
15223376,"2/6/2020","QUEENS","FAILED TO KEEP RIGHT","1120A"
15223674,"2/6/2020","MANHATTAN","SPEED NOT REASONABLE & PRUDENT","1180A"
15223873,"2/6/2020","QUEENS","FOLLOWING TOO CLOSELY","1129A"
15224120,"2/6/2020","BROOKLYN","UNLICENSED OPERATOR","5091"
15224124,"2/6/2020","BRONX","DRIVING WHILE INTOXICATED","11923"
15224560,"2/6/2020","QUEENS","SPEED NOT REASONABLE & PRUDENT","1180A"
15227303,"2/6/2020","BRONX","PASSED RED SIGNAL","1111D1"
15227663,"2/6/2020","BRONX","UNINSPECTED MOTOR VEHICLE","306B"
15228038,"2/6/2020","MANHATTAN","UNREASONABLE SPEED/SPECIAL HAZARDS","1180E"
15228043,"2/6/2020","MANHATTAN","DRIV'G W/ABILITY IMPARED/ALCOHOL","11921"
15228621,"2/6/2020","BRONX","AGGRAVATED UNLIC OP 3RD MISD","5111A"
15228738,"2/6/2020","QUEENS","UNREASONABLE SPEED/SPECIAL HAZARDS","1180E"
15228792,"2/6/2020","BROOKLYN","OPERATING W/O INSURANCE INF.","3191U"
15228851,"2/6/2020","QUEENS","AGGRAVATED UNLIC OP 3RD MISD","5111A"
15228923,"2/6/2020","MANHATTAN","SPEED NOT REASONABLE & PRUDENT","1180A"
15229185,"2/6/2020","BROOKLYN","FOLLOWING TOO CLOSELY","1129A"
15229383,"2/6/2020","BROOKLYN","FOLLOWING TOO CLOSELY","1129A"
15229854,"2/6/2020","QUEENS","FAILED TO KEEP RIGHT","1120A"
15229934,"2/6/2020","MANHATTAN","SPEED NOT REASONABLE & PRUDENT","1180A"
15230572,"2/6/2020","BROOKLYN","FLD TO YLD RT-OF-WAY ON LEFT TURN","1141"
15231005,"2/6/2020","QUEENS","FLD/YLD RT-OF-WAY WHEN ENTERG RDWY","1143"
15231133,"2/6/2020","QUEENS","DRIVING W/ABILITY IMPARED BY DRUG","11924"
15231580,"2/6/2020","BRONX","FAILED TO KEEP RIGHT","1120A"
15232034,"2/6/2020","MANHATTAN","MOVED FROM LANE UNSAFELY","1128A"
15233928,"2/6/2020","BROOKLYN","FOLLOWING TOO CLOSELY","1129A"
15234662,"2/6/2020","BROOKLYN","AGG UNLIC OPER 3 PLUS SUSPENSION","5112A4"
15238031,"2/6/2020","BRONX","UNREGISTERED MOTOR VEHICLE","4011A"
15238353,"2/6/2020","BROOKLYN","UNLICENSED OPERATOR","5091"
15238559,"2/6/2020","QUEENS","UNREASONABLE SPEED/SPECIAL HAZARDS","1180E"
15238617,"2/6/2020","BROOKLYN","FOLLOWING TOO CLOSELY","1129A"
15238714,"2/6/2020","BRONX","SPEED NOT REASONABLE & PRUDENT","1180A"
15238802,"2/6/2020","BROOKLYN","AGGRAVATED UNLIC OP 3RD MISD","5111A"
15238802,"2/6/2020","MANHATTAN","MOVED FROM LANE UNSAFELY","1128A"
15239481,"2/6/2020","QUEENS","MOVED FROM LANE UNSAFELY","1128A"
15239602,"2/6/2020","MANHATTAN","UNREASONABLE SPEED/SPECIAL HAZARDS","1180E"
15239717,"2/6/2020","MANHATTAN","RECKLESS DRIVING","1212"
15239940,"2/6/2020","BROOKLYN","DRIV'G W/.10 OF 1% OR ALCO/BLD","11922"
15239951,"2/6/2020","BROOKLYN","UNLICENSED OPERATOR","5091"
15240059,"2/6/2020","QUEENS","UNINSPECTED MOTOR VEHICLE","306B"
15244695,"2/6/2020","BROOKLYN","AGGRAVATED UNLIC OP 3RD MISD","5111A"
15244874,"2/6/2020","BRONX","AGGRAVATED UNLIC OP 3RD MISD","5111A"
15244924,"2/6/2020","BROOKLYN","OPERATING REGISTRATION SUSP/REVOKED","512"
15244985,"2/6/2020","BRONX","FLD/YLD RT-OF-WAY WHEN ENTERG RDWY","1143"
15245118,"2/6/2020","BRONX","LEAVING/SCENE PROPERTY DAMAGE ACC.","6001A"
15245303,"2/6/2020","MANHATTAN","SPEED NOT REASONABLE & PRUDENT","1180A"
15146602,"2/7/2020","BROOKLYN","AGGRAVATED DWI - BLOOD ALCOHOL CONTENT .18 OR HIGH","11922AA"
15151095,"2/7/2020","STATEN ISLAND","SPEED NOT REASONABLE & PRUDENT","1180A"
15152323,"2/7/2020","MANHATTAN","UNLICENSED OPERATOR","5091"
15152407,"2/7/2020","MANHATTAN","UNREASONABLE SPEED/SPECIAL HAZARDS","1180E"
15152466,"2/7/2020","MANHATTAN","LEAVING/SCENE PROPERTY DAMAGE ACC.","6001A"
15152611,"2/7/2020","BROOKLYN","SPEED NOT REASONABLE & PRUDENT","1180A"
15152636,"2/7/2020","BROOKLYN","SPEED NOT REASONABLE & PRUDENT","1180A"
15152694,"2/7/2020","MANHATTAN","OPERATING REGISTRATION SUSP/REVOKED","512"
15152797,"2/7/2020","STATEN ISLAND","AGGRAVATED UNLIC OP 3RD MISD","5111A"
15152803,"2/7/2020","BRONX","UNINSPECTED MOTOR VEHICLE","306B"
15154562,"2/7/2020","MANHATTAN","FLD TO STOP @ STOP SIGN","1172A"
15157039,"2/7/2020","QUEENS","FLD TO STOP @ STOP SIGN","1172A"
15157092,"2/7/2020","BROOKLYN","FAILED TO KEEP RIGHT","1120A"
15157099,"2/7/2020","BROOKLYN","FAILED TO KEEP RIGHT","1120A"
15157150,"2/7/2020","BROOKLYN","OPERATING W/O INSURANCE INF.","3191U"
15157180,"2/7/2020","BROOKLYN","FLD TO STOP @ STOP SIGN","1172A"
15157530,"2/7/2020","MANHATTAN","FOLLOWING TOO CLOSELY","1129A"
15157709,"2/7/2020","BROOKLYN","SPEED NOT REASONABLE & PRUDENT","1180A"
15157794,"2/7/2020","BROOKLYN","FAILED TO KEEP RIGHT","1120A"
15158790,"2/7/2020","MANHATTAN","AGGRAVATED UNLIC OP 3RD MISD","5111A"
15159581,"2/7/2020","BROOKLYN","UNREASONABLE SPEED/SPECIAL HAZARDS","1180E"
15160403,"2/7/2020","BROOKLYN","AGGRAVATED UNLIC OP 3RD MISD","5111A"
15160528,"2/7/2020","BROOKLYN","MOVED FROM LANE UNSAFELY","1128A"
15162707,"2/7/2020","QUEENS","SPEED NOT REASONABLE & PRUDENT","1180A"
15163826,"2/7/2020","MANHATTAN","AGGRAVATED UNLIC OP 3RD MISD","5111A"
15164374,"2/7/2020","QUEENS","SPEED NOT REASONABLE & PRUDENT","1180A"
15164410,"2/7/2020","BROOKLYN","FAIL TO REPORT PROPERTY DAMAGE ACC.","605B"
15164860,"2/7/2020","QUEENS","MOVED FROM LANE UNSAFELY","1128A"
15165041,"2/7/2020","MANHATTAN","PASSED RED SIGNAL","1111D1"
15165524,"2/7/2020","QUEENS","DRIV'G W/.10 OF 1% OR ALCO/BLD","11922"
15165577,"2/7/2020","BROOKLYN","LEAVING/SCENE PROPERTY DAMAGE ACC.","6001A"
15166193,"2/7/2020","QUEENS","FLD TO YLD RT-OF-WAY ON LEFT TURN","1141"
15168835,"2/7/2020","MANHATTAN","SPEED NOT REASONABLE & PRUDENT","1180A"
15168849,"2/7/2020","QUEENS","FLD TO YLD RT-OF-WAY @ STOP SIGN","1142A"
15168879,"2/7/2020","BROOKLYN","MOVED FROM LANE UNSAFELY","1128A"
15168961,"2/7/2020","BROOKLYN","OPERATING/VIOLATION OF RESTRICTIONS","5093"
15169001,"2/7/2020","BROOKLYN","FAILED TO USE DESIGNATED LANE","1128C"
15169037,"2/7/2020","STATEN ISLAND","UNREASONABLE SPEED/SPECIAL HAZARDS","1180E"
15169689,"2/7/2020","BROOKLYN","FAILED TO USE DESIGNATED LANE","1128C"
15169763,"2/7/2020","BROOKLYN","OPERATING W/O INSURANCE INF.","3191U"
15170239,"2/7/2020","QUEENS","NO DISTINCTIVE PLATE/INSECURE/DIRTY","4021"
15172528,"2/7/2020","BROOKLYN","SPEED NOT REASONABLE & PRUDENT","1180A"
15173126,"2/7/2020","BROOKLYN","FOLLOWING TOO CLOSELY","1129A"
15173171,"2/7/2020","BROOKLYN","UNREASONABLE SPEED/SPECIAL HAZARDS","1180E"
15173362,"2/7/2020","QUEENS","FOLLOWING TOO CLOSELY","1129A"
15173373,"2/7/2020","MANHATTAN","FOLLOWING TOO CLOSELY","1129A"
15173679,"2/7/2020","MANHATTAN","SPEED NOT REASONABLE & PRUDENT","1180A"
15173798,"2/7/2020","QUEENS","SPEED NOT REASONABLE & PRUDENT","1180A"
15176916,"2/7/2020","BROOKLYN","PASSED RED SIGNAL","1111D1"
15177133,"2/7/2020","BROOKLYN","LEAVING/SCENE PROPERTY DAMAGE ACC.","6001A"
15177402,"2/7/2020","BROOKLYN","SPEED NOT REASONABLE & PRUDENT","1180A"
15177504,"2/7/2020","BROOKLYN","SPEED NOT REASONABLE & PRUDENT","1180A"
15178177,"2/7/2020","QUEENS","FAILED TO KEEP RIGHT","1120A"
15178414,"2/7/2020","QUEENS","FOLLOWING TOO CLOSELY","1129A"
15178671,"2/7/2020","BRONX","FAILED TO KEEP RIGHT","1120A"
15179036,"2/7/2020","BROOKLYN","FOLLOWING TOO CLOSELY","1129A"
15179388,"2/7/2020","BRONX","BACKING UNSAFELY","1211A"
15179992,"2/7/2020","BRONX","UNREGISTERED MOTOR VEHICLE","4011A"
15180069,"2/7/2020","MANHATTAN","PASSED RED SIGNAL","1111D1"
15180077,"2/7/2020","BROOKLYN","OPERATING W/O INSURANCE INF.","3191U"
15180188,"2/7/2020","BRONX","AGGRAVATED UNLIC OP 3RD MISD","5111A"
15180733,"2/7/2020","MANHATTAN","SPEED NOT REASONABLE & PRUDENT","1180A"
15180773,"2/7/2020","STATEN ISLAND","BACKING UNSAFELY","1211A"
15180783,"2/7/2020","BROOKLYN","UNREASONABLE SPEED/SPECIAL HAZARDS","1180E"
15180799,"2/7/2020","MANHATTAN","FAILED TO KEEP RIGHT","1120A"
15181149,"2/7/2020","QUEENS","SPEED NOT REASONABLE & PRUDENT","1180A"
15181231,"2/7/2020","QUEENS","RECKLESS DRIVING","1212"
15181807,"2/7/2020","BROOKLYN","DRIVING WHILE INTOXICATED","11923"
15182046,"2/7/2020","QUEENS","OPERATING W/O INSURANCE INF.","3191U"
15184942,"2/7/2020","BRONX","MOVED FROM LANE UNSAFELY","1128A"
15185097,"2/7/2020","BRONX","FOLLOWING TOO CLOSELY","1129A"
15185825,"2/7/2020","MANHATTAN","BACKING UNSAFELY","1211A"
15185987,"2/7/2020","BROOKLYN","FOLLOWING TOO CLOSELY","1129A"
15189296,"2/7/2020","BRONX","AGGRAVATED UNLIC OP 3RD MISD","5111A"
15189556,"2/7/2020","STATEN ISLAND","FLD/YLD RT-OF-WAY WHEN ENTERG RDWY","1143"
15189812,"2/7/2020","MANHATTAN","DRIVING WHILE INTOXICATED","11923"
15190087,"2/7/2020","BROOKLYN","FLD TO YLD RT-OF-WAY @ INTERSECTION","1140A"
15190448,"2/7/2020","BRONX","UNREASONABLE SPEED/SPECIAL HAZARDS","1180E"
15190645,"2/7/2020","QUEENS","FOLLOWING TOO CLOSELY","1129A"
15190721,"2/7/2020","STATEN ISLAND","DRIV'G W/.10 OF 1% OR ALCO/BLD","11922"
15194429,"2/7/2020","BRONX","FLD/SURR/LIC/REG PLATES/REV-ART7","340A"
15194502,"2/7/2020","MANHATTAN","FOLLOWING TOO CLOSELY","1129A"
15195207,"2/7/2020","MANHATTAN","SPEED NOT REASONABLE & PRUDENT","1180A"
15195426,"2/7/2020","QUEENS","SPEED NOT REASONABLE & PRUDENT","1180A"
15198853,"2/7/2020","BROOKLYN","FLD TO YLD RT-OF-WAY ON LEFT TURN","1141"
15200041,"2/7/2020","BROOKLYN","UNLICENSED OPERATOR","5091"
15200284,"2/7/2020","QUEENS","BACKING UNSAFELY","1211A"
15200485,"2/7/2020","MANHATTAN","FAILED TO KEEP RIGHT","1120A"
15200529,"2/7/2020","MANHATTAN","PASSED RED SIGNAL","1111D1"
15200640,"2/7/2020","MANHATTAN","SPEED NOT REASONABLE & PRUDENT","1180A"
15200640,"2/7/2020","BROOKLYN","AGG UNLIC OPER 3 PLUS SUSPENSION","5112A4"
15203863,"2/7/2020","QUEENS","MOVED FROM LANE UNSAFELY","1128A"
15204260,"2/7/2020","BRONX","SPEED NOT REASONABLE & PRUDENT","1180A"
15204280,"2/7/2020","BRONX","FOLLOWING TOO CLOSELY","1129A"
15204454,"2/7/2020","QUEENS","UNINSPECTED MOTOR VEHICLE","306B"
15205266,"2/7/2020","BROOKLYN","MOVED FROM LANE UNSAFELY","1128A"
15205632,"2/7/2020","QUEENS","FLD TO STOP @ STOP SIGN","1172A"
15205769,"2/7/2020","BROOKLYN","SPEED NOT REASONABLE & PRUDENT","1180A"
15205826,"2/7/2020","MANHATTAN","LEAVING/SCENE PROPERTY DAMAGE ACC.","6001A"
15206059,"2/7/2020","QUEENS","MOVED FROM LANE UNSAFELY","1128A"
15206062,"2/7/2020","QUEENS","FAILED TO KEEP RIGHT","1120A"
15207340,"2/7/2020","QUEENS","UNSAFE TIRE","37535C"
15207466,"2/7/2020","MANHATTAN","SPEED NOT REASONABLE & PRUDENT","1180A"
15207564,"2/7/2020","QUEENS","UNSAFE TIRE","37535C"
15207605,"2/7/2020","QUEENS","LEAVING/SCENE PROPERTY DAMAGE ACC.","6001A"
15208099,"2/7/2020","QUEENS","FOLLOWING TOO CLOSELY","1129A"
15208201,"2/7/2020","MANHATTAN","FLD TO YLD RT-OF-WAY @ INTERSECTION","1140A"
15208256,"2/7/2020","BROOKLYN","FOLLOWING TOO CLOSELY","1129A"
15208574,"2/7/2020","STATEN ISLAND","RECKLESS DRIVING","1212"
15208633,"2/7/2020","MANHATTAN","FAILED TO KEEP RIGHT","1120A"
15208801,"2/7/2020","BROOKLYN","FLD TO WARN BYCL/PED/ANIMAL","1146"
15208851,"2/7/2020","BROOKLYN","DROVE ACROSS HAZARD MARKING","1128D"
15210523,"2/7/2020","MANHATTAN","SPEED NOT REASONABLE & PRUDENT","1180A"
15213223,"2/7/2020","QUEENS","FLD YLD RT-OF-WAY/RT TRN @ RD SIG","1111D2A"
15213925,"2/7/2020","MANHATTAN","MOVED FROM LANE UNSAFELY","1128A"
15213998,"2/7/2020","MANHATTAN","DRIV'G W/.10 OF 1% OR ALCO/BLD","11922"
15214065,"2/7/2020","BROOKLYN","SPEED NOT REASONABLE & PRUDENT","1180A"
